Start Time,Url,Status Code,File Size,Operation,Time Delay,End Time,Elapsed Time
"20/09/2023, 10:28:02.099843",https://www.studiesinaustralia.com/courses-in-australia/gold-coast-learning-centre,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:04.847709",2.747865676879883
"20/09/2023, 10:28:02.888729",https://www.studiesinaustralia.com/courses-in-australia/greenwich-college,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:05.022677",2.1328649520874023
"20/09/2023, 10:28:04.505630",https://www.studiesinaustralia.com/courses-in-australia/griffith-university,200,64 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:06.533611",2.0279812812805176
"20/09/2023, 10:28:04.700857",https://www.studiesinaustralia.com/courses-in-australia/hartwig-air-and-bruce-hartwig-flying-school,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:06.534609",1.8337516784667969
"20/09/2023, 10:28:04.713055",https://www.studiesinaustralia.com/courses-in-australia/health-careers-international,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:06.857783",2.1447277069091797
"20/09/2023, 10:28:04.868848",https://www.studiesinaustralia.com/courses-in-australia/hibernia-institute-sydney,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:07.213054",2.3442060947418213
"20/09/2023, 10:28:05.054029",https://www.studiesinaustralia.com/courses-in-australia/higher-education-leadership-institute-heli,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:07.256818",2.202788829803467
"20/09/2023, 10:28:04.709864",https://www.studiesinaustralia.com/courses-in-australia/harvest-bible-college-ltd,200,63 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:07.257853",2.5479891300201416
"20/09/2023, 10:28:06.546488",https://www.studiesinaustralia.com/courses-in-australia/holmes-commercial-colleges-melbourne-ltd,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:08.381711",1.8352222442626953
"20/09/2023, 10:28:06.549490",https://www.studiesinaustralia.com/courses-in-australia/holmes-institute-pty-ltd,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:08.701766",2.1522767543792725
"20/09/2023, 10:28:06.865973",https://www.studiesinaustralia.com/courses-in-australia/holmesglen-institute,200,63 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:09.113047",2.2470741271972656
"20/09/2023, 10:28:07.271101",https://www.studiesinaustralia.com/courses-in-australia/imagine-education-australia,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:09.167591",1.8964900970458984
"20/09/2023, 10:28:07.235179",https://www.studiesinaustralia.com/courses-in-australia/ies-college,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:09.166596",1.9314172267913818
"20/09/2023, 10:28:07.276140",https://www.studiesinaustralia.com/courses-in-australia/in-tech-institute-of-technology,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:09.198158",1.92201828956604
"20/09/2023, 10:28:08.398935",https://www.studiesinaustralia.com/courses-in-australia/institute-of-health-management,200,59 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:10.141347",1.7424125671386719
"20/09/2023, 10:28:08.714589",https://www.studiesinaustralia.com/courses-in-australia/institute-of-health-and-nursing-australia-ihna,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:10.943842",2.2293648719787598
"20/09/2023, 10:28:09.176599",https://www.studiesinaustralia.com/courses-in-australia/institute-of-training-and-further-education,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:11.377027",2.2003703117370605
"20/09/2023, 10:28:09.136632",https://www.studiesinaustralia.com/courses-in-australia/institute-of-tertiary-and-higher-education-australia,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:11.381311",2.2446789741516113
"20/09/2023, 10:28:09.178658",https://www.studiesinaustralia.com/courses-in-australia/international-college-of-advanced-education-pty-ltd,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:11.617335",2.4386775493621826
"20/09/2023, 10:28:09.204905",https://www.studiesinaustralia.com/courses-in-australia/international-college-of-hotel-management-ichm,200,63 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:11.617335",2.4124302864074707
"20/09/2023, 10:28:10.153353",https://www.studiesinaustralia.com/courses-in-australia/international-college-of-management-sydney,200,64 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:11.819785",1.6664314270019531
"20/09/2023, 10:28:10.953043",https://www.studiesinaustralia.com/courses-in-australia/international-college-of-victoria,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:13.100553",2.147510290145874
"20/09/2023, 10:28:11.833068",https://www.studiesinaustralia.com/courses-in-australia/james-cook-university-jcu,200,64 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:13.520758",1.687690258026123
"20/09/2023, 10:28:11.410932",https://www.studiesinaustralia.com/courses-in-australia/international-institute-of-business-and-technology,200,63 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:13.600403",2.1894710063934326
"20/09/2023, 10:28:11.404370",https://www.studiesinaustralia.com/courses-in-australia/international-house-sydney,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:13.603416",2.199045181274414
"20/09/2023, 10:28:11.627633",https://www.studiesinaustralia.com/courses-in-australia/international-institute-of-planning-management,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:14.126176",2.4975433349609375
"20/09/2023, 10:28:11.630667",https://www.studiesinaustralia.com/courses-in-australia/jmc-academy,200,63 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:14.452485",2.8218185901641846
"20/09/2023, 10:28:13.111581",https://www.studiesinaustralia.com/courses-in-australia/jandakot-flight-centre,200,58 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:14.633531",1.5229408740997314
"20/09/2023, 10:28:13.531849",https://www.studiesinaustralia.com/courses-in-australia/job-training-institute-pty-ltd,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:14.909793",1.377943754196167
"20/09/2023, 10:28:13.624890",https://www.studiesinaustralia.com/courses-in-australia/john-paul-ii-institute-for-marriage-and-family-melbourne,200,63 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:15.363502",1.7386119365692139
"20/09/2023, 10:28:13.626888",https://www.studiesinaustralia.com/courses-in-australia/kangan-institute-tafe-vic,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:16.379963",2.753075122833252
"20/09/2023, 10:28:14.136216",https://www.studiesinaustralia.com/courses-in-australia/kaplan-business-school,200,63 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:16.802477",2.6662607192993164
"20/09/2023, 10:28:14.464031",https://www.studiesinaustralia.com/courses-in-australia/kent-institute-australia,200,63 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:17.551518",3.0874874591827393
"20/09/2023, 10:28:14.921402",https://www.studiesinaustralia.com/courses-in-australia/kings-own-institute,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:17.584798",2.6633968353271484
"20/09/2023, 10:28:14.657080",https://www.studiesinaustralia.com/courses-in-australia/kenvale-college,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:17.584798",2.9277184009552
"20/09/2023, 10:28:15.374604",https://www.studiesinaustralia.com/courses-in-australia/lp-communications,200,61 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:17.845782",2.471177816390991
"20/09/2023, 10:28:16.395640",https://www.studiesinaustralia.com/courses-in-australia/lci-melbourne,200,63 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:18.887039",2.4913997650146484
"20/09/2023, 10:28:16.812501",https://www.studiesinaustralia.com/courses-in-australia/liberty-design-college,200,62 KB,Save universities or institutions url,0 sec,"20/09/2023, 10:28:18.922902",2.110400915145874
