College name,College url,Campus url,Campus,Address,Latitude,Longitude
Academia Australia,https://www.studiesinaustralia.com/courses-in-australia/academia-australia,https://www.studiesinaustralia.com/courses-in-australia/academia-australia/campuses,Adelaide,"Level 18, 45 Grenfell Street Adelaide South Australia 5000",-34.924614,138.601416
Academia Australia,https://www.studiesinaustralia.com/courses-in-australia/academia-australia,https://www.studiesinaustralia.com/courses-in-australia/academia-australia/campuses,Melbourne,399 Lonsdale Street Melbourne Victoria 3000,-37.8130231,144.9606243
Academia Australia,https://www.studiesinaustralia.com/courses-in-australia/academia-australia,https://www.studiesinaustralia.com/courses-in-australia/academia-australia/campuses,Spring Hill,41 Raff Street Spring Hill Queensland 4000,-27.4621638,153.0293339
Academies Australasia Institute Pty Ltd,https://www.studiesinaustralia.com/courses-in-australia/academies-australasia-institute-pty-ltd,https://www.studiesinaustralia.com/courses-in-australia/academies-australasia-institute-pty-ltd/campuses,Armidale,Northern Territory 0,,
Academies Australasia Institute Pty Ltd,https://www.studiesinaustralia.com/courses-in-australia/academies-australasia-institute-pty-ltd,https://www.studiesinaustralia.com/courses-in-australia/academies-australasia-institute-pty-ltd/campuses,Brisbane,,,
Academies Australasia Institute Pty Ltd,https://www.studiesinaustralia.com/courses-in-australia/academies-australasia-institute-pty-ltd,https://www.studiesinaustralia.com/courses-in-australia/academies-australasia-institute-pty-ltd/campuses,Perth,Queensland,-22.575197,144.0847926
Academies Australasia Institute Pty Ltd,https://www.studiesinaustralia.com/courses-in-australia/academies-australasia-institute-pty-ltd,https://www.studiesinaustralia.com/courses-in-australia/academies-australasia-institute-pty-ltd/campuses,Sydney,"Level 6, 505 George Street Sydney New South Wales 2000",-33.8750995,151.2059774
Academies Australasia Polytechnic,https://www.studiesinaustralia.com/courses-in-australia/academies-australasia-polytechnic,https://www.studiesinaustralia.com/courses-in-australia/academies-australasia-polytechnic/campuses,Melbourne,"Level 7, 628 Bourke Street Melbourne Victoria 3000",-37.8162786,144.954933
Academies Australasia Polytechnic,https://www.studiesinaustralia.com/courses-in-australia/academies-australasia-polytechnic,https://www.studiesinaustralia.com/courses-in-australia/academies-australasia-polytechnic/campuses,Sydney,"Level 6-7, 333 Kent Street Sydney New South Wales 2000",-33.8680155,151.2042438
Academique Pty Ltd,https://www.studiesinaustralia.com/courses-in-australia/academique-pty-ltd,https://www.studiesinaustralia.com/courses-in-australia/academique-pty-ltd/campuses,"Southport, Davenport Street","Level 3, 52 Davenport Street Southport Queensland 4215",-27.967155,153.412024
Academique Pty Ltd,https://www.studiesinaustralia.com/courses-in-australia/academique-pty-ltd,https://www.studiesinaustralia.com/courses-in-australia/academique-pty-ltd/campuses,"Southport, Rawlins Street",18 Rawlins Street Southport Queensland 4215,-27.9671006,153.4106086
Academique Pty Ltd,https://www.studiesinaustralia.com/courses-in-australia/academique-pty-ltd,https://www.studiesinaustralia.com/courses-in-australia/academique-pty-ltd/campuses,Sunnybank,12 Zamia Street Sunnybank Queensland 4109,-27.5706224,153.0617186
Academy of Information Technology Pty Ltd,https://www.studiesinaustralia.com/courses-in-australia/academy-of-information-technology-pty-ltd,https://www.studiesinaustralia.com/courses-in-australia/academy-of-information-technology-pty-ltd/campuses,Melbourne,"Level 8, 120 Spencer Street Melbourne Victoria 3000",-37.8181906,144.9542638
Academy of Information Technology Pty Ltd,https://www.studiesinaustralia.com/courses-in-australia/academy-of-information-technology-pty-ltd,https://www.studiesinaustralia.com/courses-in-australia/academy-of-information-technology-pty-ltd/campuses,Sydney,"Level 2, 7 Kelly Street Ultimo New South Wales 2007",-33.8819583,151.1954008
Academy of Interactive Entertainment (AIE),https://www.studiesinaustralia.com/courses-in-australia/academy-of-interactive-entertainment-aie,https://www.studiesinaustralia.com/courses-in-australia/academy-of-interactive-entertainment-aie/campuses,Adelaide,3/36 Grenfell Street Adelaide South Australia 5000,,
Academy of Interactive Entertainment (AIE),https://www.studiesinaustralia.com/courses-in-australia/academy-of-interactive-entertainment-aie,https://www.studiesinaustralia.com/courses-in-australia/academy-of-interactive-entertainment-aie/campuses,Canberra,49 Phillip Avenue Watson Australian Capital Territory 2602,-35.239917,149.1495699
Academy of Interactive Entertainment (AIE),https://www.studiesinaustralia.com/courses-in-australia/academy-of-interactive-entertainment-aie,https://www.studiesinaustralia.com/courses-in-australia/academy-of-interactive-entertainment-aie/campuses,Melbourne,"Tower 4, World Trade Centre, Atrium Lvl 18-38 Siddeley Street Docklands Victoria 3008",,
Academy of Interactive Entertainment (AIE),https://www.studiesinaustralia.com/courses-in-australia/academy-of-interactive-entertainment-aie,https://www.studiesinaustralia.com/courses-in-australia/academy-of-interactive-entertainment-aie/campuses,Sydney,"Level 2, Wentworth Park Sports Complex Wattle Street Ultimo New South Wales 2007",,
"Academy of International Education (Australia), The",https://www.studiesinaustralia.com/courses-in-australia/academy-of-international-education-australia-the,https://www.studiesinaustralia.com/courses-in-australia/academy-of-international-education-australia-the/campuses,Craigieburn,67A Hamilton Street Craigieburn Victoria 3064,-37.591687,144.9414355
"Academy of International Education (Australia), The",https://www.studiesinaustralia.com/courses-in-australia/academy-of-international-education-australia-the,https://www.studiesinaustralia.com/courses-in-australia/academy-of-international-education-australia-the/campuses,Richmond,47 Butler Street Richmond Victoria 3121,-37.810523,144.995164
Academy of Music and Performing Arts,https://www.studiesinaustralia.com/courses-in-australia/academy-of-music-and-performing-arts,https://www.studiesinaustralia.com/courses-in-australia/academy-of-music-and-performing-arts/campuses,Surry Hills,136 Chalmers Street Surry Hills New South Wales 2010,-33.8872468,151.2069202
Acknowledge Education,https://www.studiesinaustralia.com/courses-in-australia/acknowledge-education,https://www.studiesinaustralia.com/courses-in-australia/acknowledge-education/campuses,Acknowledge Creativity: Melbourne,168 Exhibition Street Melbourne Victoria 3000,-37.8115272,144.9705581
Acknowledge Education,https://www.studiesinaustralia.com/courses-in-australia/acknowledge-education,https://www.studiesinaustralia.com/courses-in-australia/acknowledge-education/campuses,Acknowledge Creativity: Perth,1/647 Wellington Stree Perth Western Australia 6000,,
Acknowledge Education,https://www.studiesinaustralia.com/courses-in-australia/acknowledge-education,https://www.studiesinaustralia.com/courses-in-australia/acknowledge-education/campuses,Acknowledge Creativity: Sydney,60 Hickson Road Dawes Point New South Wales 2000,,
Acknowledge Education,https://www.studiesinaustralia.com/courses-in-australia/acknowledge-education,https://www.studiesinaustralia.com/courses-in-australia/acknowledge-education/campuses,Front Cooking School: Brisbane,225 St Pauls Terrance Fortitude Valley Queensland 4006,,
Acknowledge Education,https://www.studiesinaustralia.com/courses-in-australia/acknowledge-education,https://www.studiesinaustralia.com/courses-in-australia/acknowledge-education/campuses,Front Cooking School: Brunswick,107 Brunswick Road Brunswick Victoria 3056,-37.7779075,144.9700895
Acknowledge Education,https://www.studiesinaustralia.com/courses-in-australia/acknowledge-education,https://www.studiesinaustralia.com/courses-in-australia/acknowledge-education/campuses,Front Cooking School: Melbourne,168 Exhibition Street Melbourne Victoria 3000,-37.8115272,144.9705581
Acknowledge Education,https://www.studiesinaustralia.com/courses-in-australia/acknowledge-education,https://www.studiesinaustralia.com/courses-in-australia/acknowledge-education/campuses,Melbourne Language Centre,168 Exhibition Street Melbourne Victoria 3000,-37.8115272,144.9705581
Acknowledge Education,https://www.studiesinaustralia.com/courses-in-australia/acknowledge-education,https://www.studiesinaustralia.com/courses-in-australia/acknowledge-education/campuses,Stotts College: Barangaroo,60 Hickson Road Barangaroo New South Wales 2000,-33.8636266,151.2032406
Acknowledge Education,https://www.studiesinaustralia.com/courses-in-australia/acknowledge-education,https://www.studiesinaustralia.com/courses-in-australia/acknowledge-education/campuses,Stotts College: Brisbane,225 St Pauls Terrance Fortitude Valley Queensland 4006,,
Acknowledge Education,https://www.studiesinaustralia.com/courses-in-australia/acknowledge-education,https://www.studiesinaustralia.com/courses-in-australia/acknowledge-education/campuses,Stotts College: Melbourne,168 Exhibition Street Melbourne Victoria 3000,-37.8115272,144.9705581
Acknowledge Education,https://www.studiesinaustralia.com/courses-in-australia/acknowledge-education,https://www.studiesinaustralia.com/courses-in-australia/acknowledge-education/campuses,"Stotts College: Perth, Murray Street",100 Murray Street Perth Western Australia 6000,-31.9536488,115.8623889
Acknowledge Education,https://www.studiesinaustralia.com/courses-in-australia/acknowledge-education,https://www.studiesinaustralia.com/courses-in-australia/acknowledge-education/campuses,"Stotts College: Perth, Wellington Street",1/647 Wellington Street Perth Western Australia 6000,,
Acknowledge Education,https://www.studiesinaustralia.com/courses-in-australia/acknowledge-education,https://www.studiesinaustralia.com/courses-in-australia/acknowledge-education/campuses,Stotts College: Sydney,56 York Street Sydney New South Wales 2000,-33.8697507,151.2064299
"Active Training, Education and Compliance Pty Ltd",https://www.studiesinaustralia.com/courses-in-australia/active-training-education-and-compliance-pty-ltd,https://www.studiesinaustralia.com/courses-in-australia/active-training-education-and-compliance-pty-ltd/campuses,Broadmeadows,"Unit 5, 40 Lakeside Drive Broadmeadows Victoria 3047",-37.686613,144.9483301
ACU English Language Centres,https://www.studiesinaustralia.com/courses-in-australia/acu-english-language-centres,https://www.studiesinaustralia.com/courses-in-australia/acu-english-language-centres/campuses,ACU Online,,,
ACU English Language Centres,https://www.studiesinaustralia.com/courses-in-australia/acu-english-language-centres,https://www.studiesinaustralia.com/courses-in-australia/acu-english-language-centres/campuses,Ballarat (Aquinas),1200 Mair Street Ballarat Victoria 3350,-37.5574146,143.8437624
ACU English Language Centres,https://www.studiesinaustralia.com/courses-in-australia/acu-english-language-centres,https://www.studiesinaustralia.com/courses-in-australia/acu-english-language-centres/campuses,Blacktown (St Josephine Bakhita),22 Main Street Blacktown New South Wales 2148,-33.7691823,150.9075553
ACU English Language Centres,https://www.studiesinaustralia.com/courses-in-australia/acu-english-language-centres,https://www.studiesinaustralia.com/courses-in-australia/acu-english-language-centres/campuses,Brisbane (McAuley at Banyo),1100 Nudgee Road Banyo Queensland 4014,-27.378244,153.0889634
ACU English Language Centres,https://www.studiesinaustralia.com/courses-in-australia/acu-english-language-centres,https://www.studiesinaustralia.com/courses-in-australia/acu-english-language-centres/campuses,Canberra (Signadou),223 Antill Street Watson Australian Capital Territory 2602,-35.2458058,149.156333
ACU English Language Centres,https://www.studiesinaustralia.com/courses-in-australia/acu-english-language-centres,https://www.studiesinaustralia.com/courses-in-australia/acu-english-language-centres/campuses,Melbourne (St Patrick's),115 Victoria Parade Fitzroy Victoria 3065,-37.8081955,144.9783993
ACU English Language Centres,https://www.studiesinaustralia.com/courses-in-australia/acu-english-language-centres,https://www.studiesinaustralia.com/courses-in-australia/acu-english-language-centres/campuses,North Sydney (MacKillop),40 Edward Street North Sydney New South Wales 2060,-33.8374436,151.2030403
ACU English Language Centres,https://www.studiesinaustralia.com/courses-in-australia/acu-english-language-centres,https://www.studiesinaustralia.com/courses-in-australia/acu-english-language-centres/campuses,Online,,,
ACU English Language Centres,https://www.studiesinaustralia.com/courses-in-australia/acu-english-language-centres,https://www.studiesinaustralia.com/courses-in-australia/acu-english-language-centres/campuses,Strathfield (Mount Saint Mary),25A Barker Road Strathfield New South Wales 2135,-33.8759547,151.0755697
Acumen Institute of Further Education,https://www.studiesinaustralia.com/courses-in-australia/acumen-institute-of-further-education,https://www.studiesinaustralia.com/courses-in-australia/acumen-institute-of-further-education/campuses,Melbourne,"Level 8, 55 Swanston Street Melbourne Victoria 3000",-37.8163209,144.9666482
Acumen Institute of Further Education,https://www.studiesinaustralia.com/courses-in-australia/acumen-institute-of-further-education,https://www.studiesinaustralia.com/courses-in-australia/acumen-institute-of-further-education/campuses,"Richmond, 24-26 Elizabeth St",24-26 Elizabeth Street Richmond Victoria 3121,-37.8112394,144.9925122
Acumen Institute of Further Education,https://www.studiesinaustralia.com/courses-in-australia/acumen-institute-of-further-education,https://www.studiesinaustralia.com/courses-in-australia/acumen-institute-of-further-education/campuses,"Richmond, 5-9 Elizabeth St",5-9 Elizabeth Street Richmond Victoria 3121,-37.8108585,144.9919919
Acumen Institute of Further Education,https://www.studiesinaustralia.com/courses-in-australia/acumen-institute-of-further-education,https://www.studiesinaustralia.com/courses-in-australia/acumen-institute-of-further-education/campuses,Sunshine West,101 Glengala Road Sunshine West Victoria 3020,-37.7904924,144.8167347
Aeropower Pty Ltd,https://www.studiesinaustralia.com/courses-in-australia/aeropower-pty-ltd,https://www.studiesinaustralia.com/courses-in-australia/aeropower-pty-ltd/campuses,Rothwell,"Hangar 14B, Redcliffe Aerodrome Nathan Road Rothwell Queensland 4022",,
AH & B College,https://www.studiesinaustralia.com/courses-in-australia/ah-b-college,https://www.studiesinaustralia.com/courses-in-australia/ah-b-college/campuses,Bondi Junction,"Level 1, 175-181 Oxford Street Bondi Junction New South Wales 2022",-33.8922456,151.2486699
AHTS - Training and Education,https://www.studiesinaustralia.com/courses-in-australia/ahts-training-and-education,https://www.studiesinaustralia.com/courses-in-australia/ahts-training-and-education/campuses,Adelaide,"Level 2, 97 Pirie Street Adelaide South Australia 5000",-34.9258998,138.6034597
Airways Aviation,https://www.studiesinaustralia.com/courses-in-australia/airways-aviation,https://www.studiesinaustralia.com/courses-in-australia/airways-aviation/campuses,Caloundra,12 Pathfinder Drive Caloundra West Queensland 4551,-26.79923,153.1085747
Airways Aviation,https://www.studiesinaustralia.com/courses-in-australia/airways-aviation,https://www.studiesinaustralia.com/courses-in-australia/airways-aviation/campuses,Gold Coast,"Hangar 51, Lores Bonney Circuit Bilinga Queensland 4225",,
AIWT,https://www.studiesinaustralia.com/courses-in-australia/aiwt,https://www.studiesinaustralia.com/courses-in-australia/aiwt/campuses,City Campus,"Level 1, 52/188 Newcastle Street Northbridge Western Australia 6003",,
AIWT,https://www.studiesinaustralia.com/courses-in-australia/aiwt,https://www.studiesinaustralia.com/courses-in-australia/aiwt/campuses,North Campus,2/19 Kent Way Malaga Western Australia 6090,,
"ALACC Health College, Australia",https://www.studiesinaustralia.com/courses-in-australia/alacc-health-college-australia,https://www.studiesinaustralia.com/courses-in-australia/alacc-health-college-australia/campuses,Preston,189 Plenty Road Preston Victoria 3072,-37.74571,145.005869
Alphacrucis College,https://www.studiesinaustralia.com/courses-in-australia/alphacrucis-college,https://www.studiesinaustralia.com/courses-in-australia/alphacrucis-college/campuses,"AC Central, Parramatta",30 Cowper Street Parramatta New South Wales 2150,-33.820642,151.0070671
Alphacrucis College,https://www.studiesinaustralia.com/courses-in-australia/alphacrucis-college,https://www.studiesinaustralia.com/courses-in-australia/alphacrucis-college/campuses,Baulkham Hills,1-5 Solent Circuit Baulkham Hills New South Wales 2153,-33.7351415,150.9614288
Alphacrucis College,https://www.studiesinaustralia.com/courses-in-australia/alphacrucis-college,https://www.studiesinaustralia.com/courses-in-australia/alphacrucis-college/campuses,Brisbane South,180 Logan Road Woolloongabba Queensland 4102,-27.4936755,153.0417504
Alphacrucis College,https://www.studiesinaustralia.com/courses-in-australia/alphacrucis-college,https://www.studiesinaustralia.com/courses-in-australia/alphacrucis-college/campuses,Hobart,45 Melville Street Hobart Tasmania 7000,-42.879512,147.3252308
Alphacrucis College,https://www.studiesinaustralia.com/courses-in-australia/alphacrucis-college,https://www.studiesinaustralia.com/courses-in-australia/alphacrucis-college/campuses,Perth,10 Winton Road Joondalup Western Australia 6027,-31.751389,115.7645722
Angad Australian Institute of Technology Pty Ltd,https://www.studiesinaustralia.com/courses-in-australia/angad-australian-institute-of-technology-pty-ltd,https://www.studiesinaustralia.com/courses-in-australia/angad-australian-institute-of-technology-pty-ltd/campuses,Melbourne,"Level 6, 501 La Trobe Street Melbourne Victoria 3000",-37.8125658,144.9544713
Angel United Group Pty Ltd,https://www.studiesinaustralia.com/courses-in-australia/angel-united-group-pty-ltd,https://www.studiesinaustralia.com/courses-in-australia/angel-united-group-pty-ltd/campuses,Melbourne,"Level 2, 271-281 Bourke Street Melbourne Victoria 3000",-37.8138243,144.9654044
AOI Institute,https://www.studiesinaustralia.com/courses-in-australia/aoi-institute,https://www.studiesinaustralia.com/courses-in-australia/aoi-institute/campuses,Melbourne,"Suite 15, 108 Bourke Street Melbourne Victoria 3000",-37.8118943,144.9698743
Ashton College,https://www.studiesinaustralia.com/courses-in-australia/ashton-college,https://www.studiesinaustralia.com/courses-in-australia/ashton-college/campuses,Ashton Hotel School Footscray,"Shop 16/18, Metro West Shopping Centre Cnr Albert & Paisley Streets Footscray Victoria 3011",,
Ashton College,https://www.studiesinaustralia.com/courses-in-australia/ashton-college,https://www.studiesinaustralia.com/courses-in-australia/ashton-college/campuses,Footscray,213 Nicholson Street Footscray Victoria 3011,-37.8036724,144.8992126
Ashton College,https://www.studiesinaustralia.com/courses-in-australia/ashton-college,https://www.studiesinaustralia.com/courses-in-australia/ashton-college/campuses,Hallam Automotive,"10/87, Hallam South Road Hallam Victoria 3803",,
Ashton College,https://www.studiesinaustralia.com/courses-in-australia/ashton-college,https://www.studiesinaustralia.com/courses-in-australia/ashton-college/campuses,Northcote Automotive,1/167 Beaver Road Northcote Victoria 3070,,
Asia Pacific International College,https://www.studiesinaustralia.com/courses-in-australia/asia-pacific-international-college,https://www.studiesinaustralia.com/courses-in-australia/asia-pacific-international-college/campuses,Melbourne,"Level 7, 399 Lonsdale Street Melbourne Victoria 3000",-37.8130231,144.9606243
Asia Pacific International College,https://www.studiesinaustralia.com/courses-in-australia/asia-pacific-international-college,https://www.studiesinaustralia.com/courses-in-australia/asia-pacific-international-college/campuses,Sydney,55 Regent Street Chippendale New South Wales 2008,-33.8857568,151.2024279
Astute Training Pty Ltd,https://www.studiesinaustralia.com/courses-in-australia/astute-training-pty-ltd,https://www.studiesinaustralia.com/courses-in-australia/astute-training-pty-ltd/campuses,Penrith,1/497-507 High Street Penrith New South Wales 2750,,
AUSINET,https://www.studiesinaustralia.com/courses-in-australia/ausinet,https://www.studiesinaustralia.com/courses-in-australia/ausinet/campuses,Brisbane,117 Victoria Street West End Queensland 4101,-27.4811285,153.0015591
AUSINET,https://www.studiesinaustralia.com/courses-in-australia/ausinet,https://www.studiesinaustralia.com/courses-in-australia/ausinet/campuses,Darwin,11/41 Sadgroves Crescent Winnellie Northern Territory 0820,,
AUSINET,https://www.studiesinaustralia.com/courses-in-australia/ausinet,https://www.studiesinaustralia.com/courses-in-australia/ausinet/campuses,Online,,,
Austech Business Institute,https://www.studiesinaustralia.com/courses-in-australia/austech-business-institute,https://www.studiesinaustralia.com/courses-in-australia/austech-business-institute/campuses,Arncliffe,70-76 Princes Highway Arncliffe New South Wales 2205,-33.9360516,151.1505889
Australasian Institute of Ayurvedic Studies Pty Ltd,https://www.studiesinaustralia.com/courses-in-australia/australasian-institute-of-ayurvedic-studies-pty-ltd,https://www.studiesinaustralia.com/courses-in-australia/australasian-institute-of-ayurvedic-studies-pty-ltd/campuses,Sunnybank,"Level 1, Paloma Center, 121 Mains Road Sunnybank Queensland 4109",,
Australia-Latin America Training Academy,https://www.studiesinaustralia.com/courses-in-australia/australia-latin-america-training-academy,https://www.studiesinaustralia.com/courses-in-australia/australia-latin-america-training-academy/campuses,"MELBOURNE - Suite 1, Level 7","Suite 1, Level 7 190 Queen St Melbourne Victoria 3000",-37.8140304,144.9607964
Australian Academy of Commerce,https://www.studiesinaustralia.com/courses-in-australia/australian-academy-of-commerce,https://www.studiesinaustralia.com/courses-in-australia/australian-academy-of-commerce/campuses,Haymarket,"Level 7, 8 Quay Street Haymarket New South Wales 2000",-33.8810845,151.2032268
"Australian Ballet School, The",https://www.studiesinaustralia.com/courses-in-australia/australian-ballet-school-the,https://www.studiesinaustralia.com/courses-in-australia/australian-ballet-school-the/campuses,Southbank,2 Kavanagh Street Southbank Victoria 3006,-37.8221941,144.967478
Australian Careers Education Pty Ltd,https://www.studiesinaustralia.com/courses-in-australia/australian-careers-education-pty-ltd,https://www.studiesinaustralia.com/courses-in-australia/australian-careers-education-pty-ltd/campuses,Donald Street Campus,149-151 Donald Street Brunswick East Victoria 3057,-37.758965,144.977737
Australian Careers Education Pty Ltd,https://www.studiesinaustralia.com/courses-in-australia/australian-careers-education-pty-ltd,https://www.studiesinaustralia.com/courses-in-australia/australian-careers-education-pty-ltd/campuses,Victoria Street Campus,347-351 Victoria Street Brunswick Victoria 3056,,
Australian Catholic University (ACU),https://www.studiesinaustralia.com/courses-in-australia/australian-catholic-university-acu,https://www.studiesinaustralia.com/courses-in-australia/australian-catholic-university-acu/campuses,ACU Online,,,
Australian Catholic University (ACU),https://www.studiesinaustralia.com/courses-in-australia/australian-catholic-university-acu,https://www.studiesinaustralia.com/courses-in-australia/australian-catholic-university-acu/campuses,Ballarat (Aquinas),1200 Mair Street Ballarat Victoria 3350,-37.5574146,143.8437624
Australian Catholic University (ACU),https://www.studiesinaustralia.com/courses-in-australia/australian-catholic-university-acu,https://www.studiesinaustralia.com/courses-in-australia/australian-catholic-university-acu/campuses,Blacktown (St Josephine Bakhita),22 Main Street Blacktown New South Wales 2148,-33.7691823,150.9075553
Australian Catholic University (ACU),https://www.studiesinaustralia.com/courses-in-australia/australian-catholic-university-acu,https://www.studiesinaustralia.com/courses-in-australia/australian-catholic-university-acu/campuses,Brisbane (McAuley at Banyo),1100 Nudgee Road Banyo Queensland 4014,-27.378244,153.0889634
Australian Catholic University (ACU),https://www.studiesinaustralia.com/courses-in-australia/australian-catholic-university-acu,https://www.studiesinaustralia.com/courses-in-australia/australian-catholic-university-acu/campuses,Canberra (Signadou),223 Antill Street Watson Australian Capital Territory 2602,-35.2458058,149.156333
Australian Catholic University (ACU),https://www.studiesinaustralia.com/courses-in-australia/australian-catholic-university-acu,https://www.studiesinaustralia.com/courses-in-australia/australian-catholic-university-acu/campuses,Melbourne (St Patrick's),115 Victoria Parade Fitzroy Victoria 3065,-37.8081955,144.9783993
Australian Catholic University (ACU),https://www.studiesinaustralia.com/courses-in-australia/australian-catholic-university-acu,https://www.studiesinaustralia.com/courses-in-australia/australian-catholic-university-acu/campuses,North Sydney (MacKillop),40 Edward Street North Sydney New South Wales 2060,-33.8374436,151.2030403
Australian Catholic University (ACU),https://www.studiesinaustralia.com/courses-in-australia/australian-catholic-university-acu,https://www.studiesinaustralia.com/courses-in-australia/australian-catholic-university-acu/campuses,Online,,,
Australian Catholic University (ACU),https://www.studiesinaustralia.com/courses-in-australia/australian-catholic-university-acu,https://www.studiesinaustralia.com/courses-in-australia/australian-catholic-university-acu/campuses,Strathfield (Mount Saint Mary),25A Barker Road Strathfield New South Wales 2135,-33.8759547,151.0755697
Australian College for Excellence,https://www.studiesinaustralia.com/courses-in-australia/australian-college-for-excellence,https://www.studiesinaustralia.com/courses-in-australia/australian-college-for-excellence/campuses,MELBOURNE - Mezzanine 406 Collins St,Mezzanine 406 Collins St Melbourne Victoria 3000,,
Australian College of Agriculture & Horticulture,https://www.studiesinaustralia.com/courses-in-australia/australian-college-of-agriculture-horticulture,https://www.studiesinaustralia.com/courses-in-australia/australian-college-of-agriculture-horticulture/campuses,Cairns,"Level 3, 67 Lake Street Cairns Queensland 4870",-16.9232837,145.7762082
Australian College of Agriculture & Horticulture,https://www.studiesinaustralia.com/courses-in-australia/australian-college-of-agriculture-horticulture,https://www.studiesinaustralia.com/courses-in-australia/australian-college-of-agriculture-horticulture/campuses,Melbourne,"Suite 2, Level 11, 55 Swanston Street Melbourne Victoria 3000",-37.8164,144.9666
Australian College of Agriculture & Horticulture,https://www.studiesinaustralia.com/courses-in-australia/australian-college-of-agriculture-horticulture,https://www.studiesinaustralia.com/courses-in-australia/australian-college-of-agriculture-horticulture/campuses,Werribee,Werribee Park Mansion Homestead K Road Werribee Victoria 3030,,
Australian College of Applied Professions,https://www.studiesinaustralia.com/courses-in-australia/australian-college-of-applied-professions,https://www.studiesinaustralia.com/courses-in-australia/australian-college-of-applied-professions/campuses,Adelaide,"Level 5,16-20 Coglin Street Adelaide South Australia 5000",-34.9308309,138.5982968
Australian College of Applied Professions,https://www.studiesinaustralia.com/courses-in-australia/australian-college-of-applied-professions,https://www.studiesinaustralia.com/courses-in-australia/australian-college-of-applied-professions/campuses,Blended delivery,,,
Australian College of Applied Professions,https://www.studiesinaustralia.com/courses-in-australia/australian-college-of-applied-professions,https://www.studiesinaustralia.com/courses-in-australia/australian-college-of-applied-professions/campuses,Brisbane,"Ground Floor, East Tower 410 Ann Street Brisbane Queensland 4000",,
Australian College of Applied Professions,https://www.studiesinaustralia.com/courses-in-australia/australian-college-of-applied-professions,https://www.studiesinaustralia.com/courses-in-australia/australian-college-of-applied-professions/campuses,Byron Bay,373-391 Ewingsdale Road Byron Bay New South Wales 2481,-28.6371614,153.5904127
Australian College of Applied Professions,https://www.studiesinaustralia.com/courses-in-australia/australian-college-of-applied-professions,https://www.studiesinaustralia.com/courses-in-australia/australian-college-of-applied-professions/campuses,Melbourne,"Level 10, 123 Lonsdale Street Melbourne Victoria 3000",-37.8106602,144.968592
Australian College of Applied Professions,https://www.studiesinaustralia.com/courses-in-australia/australian-college-of-applied-professions,https://www.studiesinaustralia.com/courses-in-australia/australian-college-of-applied-professions/campuses,Perth,116-120 Roe Street Northbridge Western Australia 6003,-31.9478292,115.8547764
Australian College of Applied Professions,https://www.studiesinaustralia.com/courses-in-australia/australian-college-of-applied-professions,https://www.studiesinaustralia.com/courses-in-australia/australian-college-of-applied-professions/campuses,Sydney,"Level 11, 255 Elizabeth Street Sydney New South Wales 2000",-33.8757124,151.2092035
Australian College of Eastern Medicine,https://www.studiesinaustralia.com/courses-in-australia/australian-college-of-eastern-medicine,https://www.studiesinaustralia.com/courses-in-australia/australian-college-of-eastern-medicine/campuses,Bellingen,165 Hydes Street Bellingen New South Wales 2454,,
Australian College of Eastern Medicine,https://www.studiesinaustralia.com/courses-in-australia/australian-college-of-eastern-medicine,https://www.studiesinaustralia.com/courses-in-australia/australian-college-of-eastern-medicine/campuses,Goonellabah,"Suite 1, Gumtree Mall Gumtree Drive Goonellabah New South Wales 2480",,
Australian College of Eastern Medicine,https://www.studiesinaustralia.com/courses-in-australia/australian-college-of-eastern-medicine,https://www.studiesinaustralia.com/courses-in-australia/australian-college-of-eastern-medicine/campuses,Sydney,35AA Burwood Road Burwood New South Wales 2134,,
Australian College of Information Technology,https://www.studiesinaustralia.com/courses-in-australia/australian-college-of-information-technology,https://www.studiesinaustralia.com/courses-in-australia/australian-college-of-information-technology/campuses,Brisbane,"Suite 6, 31 Duncan Street Fortitude Valley Queensland 4006",-27.458778,153.0336145
Australian College of Information Technology,https://www.studiesinaustralia.com/courses-in-australia/australian-college-of-information-technology,https://www.studiesinaustralia.com/courses-in-australia/australian-college-of-information-technology/campuses,Varsity Lakes,2/246 Varsity Parade Varsity Lakes Queensland 4227,,
Australian College of Physical Education (ACPE),https://www.studiesinaustralia.com/courses-in-australia/australian-college-of-physical-education-acpe,https://www.studiesinaustralia.com/courses-in-australia/australian-college-of-physical-education-acpe/campuses,Sydney Olympic Park,10 Parkview Drive Sydney Olympic Park New South Wales 2127,-33.845148,151.0748847
Australian College of Sport,https://www.studiesinaustralia.com/courses-in-australia/australian-college-of-sport,https://www.studiesinaustralia.com/courses-in-australia/australian-college-of-sport/campuses,"ACS Basketball, Albert Park","MSAC, 1 Aughtie Road ACS Basketball Program Albert Park Victoria 3206",,
Australian College of Sport,https://www.studiesinaustralia.com/courses-in-australia/australian-college-of-sport,https://www.studiesinaustralia.com/courses-in-australia/australian-college-of-sport/campuses,"ACS Golf, Mordialloc",109 White Street C/o Woodlands Golf Club Mordialloc Victoria 3195,,
Australian College of Sport,https://www.studiesinaustralia.com/courses-in-australia/australian-college-of-sport,https://www.studiesinaustralia.com/courses-in-australia/australian-college-of-sport/campuses,"BNSW, Sydney Olympic Park",Olympic Boulevard Sydney Olympic Park New South Wales 2127,-33.8480814,151.0668377
